N_HILL,KQ,p_high_scale,rHP_scale,K_u_scale,u_scale,gamma_scale,n_stable,dH,basin_high_frac,score
4,180,1.35,1.0,0.8,0.9,1.1,2,0.1480038031915813,0.12109375,0.05538661569158131
4,100,1.35,1.0,0.8,0.9,1.1,2,0.14800380317902267,0.12109375,0.05538661567902269
4,120,1.35,1.0,0.8,0.9,1.1,2,0.14800380317649608,0.12109375,0.0553866156764961
4,150,1.35,1.0,0.8,0.9,1.1,2,0.14800380315607573,0.12109375,0.05538661565607574
4,150,1.3,1.0,0.9,1.0,1.1,2,0.14524899066022443,0.12890625,0.055366178160224426
4,180,1.3,1.0,0.9,1.0,1.1,2,0.1452489906440988,0.12890625,0.0553661781440988
5,180,1.1,1.2,0.8,0.95,1.0,2,0.12472666757316785,0.1875,0.05535166757316785
4,120,1.35,1.3,0.7,0.95,0.9,2,0.13146056122698288,0.16796875,0.055249623726982895
4,100,1.35,1.3,0.7,0.95,0.9,2,0.13146056110355517,0.16796875,0.05524962360355518
4,120,1.3,1.0,0.8,1.0,0.9,2,0.13544409859301307,0.15625,0.05513159859301308
4,120,1.2,1.0,0.8,1.0,1.1,2,0.13544409855290784,0.15625,0.055131598552907855
4,180,1.3,1.0,0.8,1.0,0.9,2,0.13544409850303368,0.15625,0.055131598503033695
4,100,1.3,1.0,0.8,1.0,0.9,2,0.13544409849916345,0.15625,0.05513159849916346
4,150,1.3,1.0,0.8,1.0,0.9,2,0.13544409843827104,0.15625,0.055131598438271055
6,180,1.1,1.2,1.0,0.9,1.0,2,0.1368019799406564,0.15234375,0.05512229244065641
6,150,1.1,1.2,1.0,0.9,1.0,2,0.1368019799406563,0.15234375,0.0551222924406563
4,150,1.3,1.2,0.7,0.95,0.9,2,0.13128769984590774,0.16796875,0.055076762345907755
4,100,1.3,1.2,0.7,0.95,0.9,2,0.13128769984590716,0.16796875,0.05507676234590717
4,120,1.3,1.2,0.7,0.95,0.9,2,0.1312876998447632,0.16796875,0.055076762344763226
6,120,1.0,1.3,0.8,1.0,1.1,2,0.10933206225504824,0.23046875,0.05499612475504825
4,120,1.3,1.2,0.7,1.0,0.9,2,0.1256876329672966,0.18359375,0.05494544546729661
4,100,1.3,1.2,0.7,1.0,0.9,2,0.12568763296637012,0.18359375,0.054945445466370126
6,180,1.0,1.2,0.8,0.9,1.1,2,0.1201593899746428,0.19921875,0.054885952474642806
6,180,1.0,1.1,1.0,1.0,1.1,2,0.12426079550611498,0.1875,0.05488579550611498
6,150,1.0,1.1,1.0,1.0,1.1,2,0.12426079550611496,0.1875,0.054885795506114964
6,120,1.0,1.1,1.0,1.0,1.1,2,0.12426079550611495,0.1875,0.05488579550611495
6,100,1.0,1.1,1.0,1.0,1.1,2,0.12426079550608368,0.1875,0.05488579550608368
4,120,1.3,1.3,0.8,0.95,1.1,2,0.14201834833855934,0.13671875,0.05486991083855935
4,180,1.3,1.3,0.8,0.95,1.1,2,0.1420183483385593,0.13671875,0.05486991083855932
4,150,1.3,1.3,0.8,0.95,1.1,2,0.1420183483362318,0.13671875,0.05486991083623182
6,150,1.0,1.2,0.8,1.0,1.0,2,0.10920403324762357,0.23046875,0.05486809574762357
6,150,1.0,1.1,0.8,0.9,1.0,2,0.12000487656637994,0.19921875,0.05473143906637994
6,100,1.0,1.1,0.8,0.9,1.0,2,0.12000487656637963,0.19921875,0.05473143906637964
6,100,1.0,1.3,0.7,0.9,1.1,2,0.11176514783749524,0.22265625,0.054694835337495244
4,180,1.3,1.2,0.8,0.95,1.1,2,0.14181832935599428,0.13671875,0.054669891855994295
4,150,1.3,1.2,0.8,0.95,1.1,2,0.14181832935533228,0.13671875,0.054669891855332296
4,120,1.3,1.2,0.8,0.95,1.1,2,0.14181832934509578,0.13671875,0.05466989184509579
4,100,1.3,1.2,0.8,0.95,1.1,2,0.1418183292888338,0.13671875,0.05466989178883382
4,100,1.2,1.0,0.7,1.0,0.9,2,0.12537167037931157,0.18359375,0.05462948287931158
4,150,1.2,1.0,0.7,1.0,0.9,2,0.12537167035001975,0.18359375,0.05462948285001976
4,120,1.2,1.0,0.7,1.0,0.9,2,0.12537167035001942,0.18359375,0.05462948285001943
4,100,1.1,1.0,0.7,1.0,1.0,2,0.125371623369606,0.18359375,0.05462943586960601
4,120,1.1,1.0,0.7,1.0,1.0,2,0.12537162335683194,0.18359375,0.05462943585683195
4,150,1.1,1.0,0.7,1.0,1.0,2,0.12537162335435753,0.18359375,0.05462943585435754
4,180,1.1,1.0,0.7,1.0,1.0,2,0.12537162335425717,0.18359375,0.054629435854257176
6,150,1.1,1.0,0.8,1.0,0.9,2,0.1089488162237818,0.23046875,0.05461287872378181
4,120,1.2,1.3,0.7,0.9,1.1,2,0.13765148091637758,0.1484375,0.05460460591637759
4,100,1.2,1.3,0.7,0.9,1.1,2,0.13765148086993548,0.1484375,0.05460460586993549
6,100,1.0,1.2,0.8,0.95,1.0,2,0.11440582310124321,0.21484375,0.054601135601243224
6,120,1.0,1.2,0.8,0.95,1.0,2,0.11440582309471149,0.21484375,0.054601135594711504
6,150,1.0,1.2,0.8,0.95,1.0,2,0.11440582308421887,0.21484375,0.054601135584218884
5,150,1.1,1.0,0.7,1.0,0.9,2,0.11024316609498805,0.2265625,0.05454004109498805
5,180,1.1,1.0,0.7,1.0,0.9,2,0.11024316609498803,0.2265625,0.054540041094988036
6,100,1.1,1.1,0.7,0.9,0.9,2,0.11149645688818251,0.22265625,0.05442614438818252
6,100,1.2,1.2,0.9,0.95,0.9,2,0.12241569050039644,0.19140625,0.05440787800039645
5,150,1.2,1.2,0.9,0.9,1.0,2,0.14011808789315888,0.140625,0.0543368378931589
6,120,1.1,1.0,0.8,0.95,0.9,2,0.11412585549967037,0.21484375,0.054321167999670385
6,150,1.1,1.0,0.8,0.95,0.9,2,0.11412585549967033,0.21484375,0.05432116799967034
6,100,1.1,1.0,0.8,0.95,0.9,2,0.11412585549966937,0.21484375,0.054321167999669386
6,120,1.1,1.3,1.0,0.95,1.0,2,0.13048367899187677,0.16796875,0.05427274149187678
6,150,1.1,1.3,1.0,0.95,1.0,2,0.13048367899187666,0.16796875,0.05427274149187667
6,180,1.1,1.3,1.0,0.95,1.0,2,0.13048367899187663,0.16796875,0.05427274149187664
6,100,1.1,1.3,1.0,0.95,1.0,2,0.13048367899186938,0.16796875,0.0542727414918694
5,180,1.1,1.3,0.8,1.0,1.0,2,0.11935595152921186,0.19921875,0.05408251402921186
6,120,1.0,1.3,0.7,1.0,1.0,2,0.1015161984672392,0.25,0.0540161984672392
6,180,1.0,1.3,0.7,1.0,1.0,2,0.10151619846470061,0.25,0.05401619846470062
6,150,1.0,1.3,0.7,1.0,1.0,2,0.10151619846352564,0.25,0.05401619846352564
6,180,1.1,1.3,1.0,0.9,1.1,2,0.13700066309188774,0.1484375,0.05395378809188776
6,150,1.1,1.3,1.0,0.9,1.1,2,0.1370006629982847,0.1484375,0.053953787998284715
6,100,1.1,1.3,1.0,0.9,1.1,2,0.13700066297145855,0.1484375,0.05395378797145856
6,100,1.2,1.1,1.0,0.95,0.9,2,0.13012340358258315,0.16796875,0.05391246608258316
6,100,1.3,1.3,0.9,0.9,0.9,2,0.1287212420025583,0.171875,0.05387749200255831
6,100,1.1,1.3,1.0,1.0,1.0,2,0.1245894975409075,0.18359375,0.053847310040907516
6,120,1.1,1.3,1.0,1.0,1.0,2,0.12458949753986269,0.18359375,0.0538473100398627
6,150,1.1,1.3,1.0,1.0,1.0,2,0.12458949751555243,0.18359375,0.05384731001555244
6,180,1.1,1.3,1.0,1.0,1.0,2,0.12458949748836759,0.18359375,0.0538473099883676
5,150,1.2,1.1,0.8,1.0,0.9,2,0.11905993943646763,0.19921875,0.05378650193646763
6,150,1.35,1.1,1.0,0.9,0.9,2,0.13660383071046858,0.1484375,0.0535569557104686
6,100,1.35,1.1,1.0,0.9,0.9,2,0.13660383070998264,0.1484375,0.05355695570998265
6,180,1.35,1.1,1.0,0.9,0.9,2,0.13660383070909535,0.1484375,0.05355695570909536
6,120,1.35,1.1,1.0,0.9,0.9,2,0.13660383069947782,0.1484375,0.05355695569947783
6,120,1.3,1.1,1.0,0.9,0.9,2,0.13660382993993142,0.1484375,0.053556954939931435
6,100,1.3,1.1,1.0,0.9,0.9,2,0.13660382993960807,0.1484375,0.05355695493960808
6,150,1.0,1.2,0.8,0.9,1.1,2,0.12015939002647275,0.1953125,0.05351876502647276
6,100,1.0,1.2,0.8,0.9,1.1,2,0.12015939002240654,0.1953125,0.05351876502240655
6,120,1.0,1.2,0.8,0.9,1.1,2,0.12015939001997725,0.1953125,0.05351876501997726
6,100,1.0,1.2,0.8,1.0,1.0,2,0.10920403324821427,0.2265625,0.053500908248214275
4,150,1.1,1.1,0.7,1.0,1.1,2,0.12552947357134567,0.1796875,0.05342009857134567
4,180,1.1,1.1,0.7,1.0,1.1,2,0.12552947032416886,0.1796875,0.053420095324168866
6,150,1.0,1.1,0.8,1.0,1.0,2,0.10907628486261,0.2265625,0.05337315986261001
6,120,1.0,1.1,0.8,1.0,1.0,2,0.10907628486260999,0.2265625,0.053373159862609994
6,180,1.0,1.1,0.8,1.0,1.0,2,0.10907628486260997,0.2265625,0.053373159862609966
6,120,1.0,1.1,0.8,0.9,1.0,2,0.12000487656302007,0.1953125,0.05336425156302008
4,180,1.35,1.2,0.8,0.95,1.1,2,0.14181833188066484,0.1328125,0.053302706880664845
4,150,1.35,1.2,0.8,0.95,1.1,2,0.14181833184090983,0.1328125,0.05330270684090984
6,100,1.1,1.0,0.8,1.0,0.9,2,0.10894881621962373,0.2265625,0.05324569121962373
5,120,1.1,1.0,0.7,1.0,0.9,2,0.11024316609498803,0.22265625,0.053172853594988044
5,100,1.1,1.0,0.7,1.0,0.9,2,0.11024316598471531,0.22265625,0.05317285348471532
5,120,1.2,1.2,0.9,0.9,1.0,2,0.14011808819886012,0.13671875,0.052969650698860136
5,100,1.2,1.2,0.9,0.9,1.0,2,0.14011808816642124,0.13671875,0.05296965066642125
4,150,1.35,1.0,0.8,0.95,1.0,2,0.14141979656414772,0.1328125,0.05290417156414772
4,100,1.35,1.0,0.8,0.95,1.0,2,0.14141979656164574,0.1328125,0.05290417156164575
6,150,1.0,1.1,0.9,0.95,1.1,2,0.12225611274901439,0.1875,0.05288111274901439
4,100,1.2,1.1,0.7,0.9,1.0,2,0.13727318437349442,0.14453125,0.05285912187349443
5,120,1.2,1.1,0.9,0.9,1.0,2,0.13991542615196179,0.13671875,0.0527669886519618
5,150,1.2,1.1,0.9,0.9,1.0,2,0.13991542615196179,0.13671875,0.0527669886519618
5,100,1.2,1.1,0.9,0.9,1.0,2,0.13991542615196165,0.13671875,0.05276698865196166
5,180,1.2,1.1,0.9,0.9,1.0,2,0.13991542615144453,0.13671875,0.052766988651444545
5,120,1.1,1.3,0.8,1.0,1.0,2,0.11935595153944409,0.1953125,0.0527153265394441
5,150,1.1,1.3,0.8,1.0,1.0,2,0.11935595153944409,0.1953125,0.0527153265394441
5,100,1.1,1.3,0.8,1.0,1.0,2,0.11935595153562535,0.1953125,0.05271532653562536
4,150,1.2,1.0,0.7,0.9,1.1,2,0.1370847336995064,0.14453125,0.05267067119950642
4,180,1.2,1.0,0.7,0.9,1.1,2,0.13708473369950638,0.14453125,0.05267067119950639
4,120,1.2,1.0,0.7,0.9,1.1,2,0.1370847336989694,0.14453125,0.052670671198969406
4,100,1.2,1.0,0.7,0.9,1.1,2,0.1370847334447712,0.14453125,0.052670670944771215
6,100,1.0,1.3,0.7,1.0,1.0,2,0.10151619846633143,0.24609375,0.052649010966331435
6,100,1.2,1.3,1.0,0.9,1.0,2,0.1370006630197936,0.14453125,0.052586600519793615
6,150,1.2,1.3,1.0,0.9,1.0,2,0.13700066301468297,0.14453125,0.05258660051468298
6,180,1.1,1.1,1.0,0.95,1.0,2,0.1301234035919789,0.1640625,0.05254527859197892
4,120,1.35,1.0,0.8,1.0,0.9,2,0.1354440989039061,0.1484375,0.052397223903906116
4,150,1.35,1.0,0.8,1.0,0.9,2,0.13544409866519513,0.1484375,0.05239722366519515
4,180,1.35,1.0,0.8,1.0,0.9,2,0.13544409859156442,0.1484375,0.052397223591564436
4,100,1.35,1.0,0.8,1.0,0.9,2,0.13544409852803926,0.1484375,0.05239722352803928
6,120,1.1,1.2,1.0,0.9,1.1,2,0.13680197995933702,0.14453125,0.052387917459337026
6,180,1.1,1.2,1.0,0.9,1.1,2,0.13680197995933702,0.14453125,0.052387917459337026
6,100,1.1,1.2,1.0,0.9,1.1,2,0.13680197995415477,0.14453125,0.05238791745415478
6,150,1.1,1.2,1.0,0.9,1.1,2,0.13680197991411955,0.14453125,0.05238791741411956
4,180,1.2,1.3,0.7,1.0,1.0,2,0.12584615017442508,0.17578125,0.05236958767442509
4,150,1.2,1.3,0.7,1.0,1.0,2,0.12584615017442505,0.17578125,0.05236958767442506
6,120,1.1,1.2,0.9,0.9,1.0,2,0.12854494812536943,0.16796875,0.052334010625369444
6,180,1.1,1.2,0.9,0.9,1.0,2,0.12854494812536935,0.16796875,0.05233401062536936
6,150,1.1,1.2,0.9,0.9,1.0,2,0.1285449481253692,0.16796875,0.05233401062536922
6,100,1.1,1.2,0.9,0.9,1.0,2,0.12854494812531106,0.16796875,0.052334010625311074
6,120,1.1,1.2,1.0,1.0,1.0,2,0.12442494486117546,0.1796875,0.052315569861175464
6,150,1.1,1.2,1.0,1.0,1.0,2,0.12442494486117545,0.1796875,0.05231556986117545
6,180,1.1,1.2,1.0,1.0,1.0,2,0.12442494486117542,0.1796875,0.05231556986117542
6,100,1.1,1.2,1.0,1.0,1.0,2,0.12442494486116881,0.1796875,0.052315569861168816
6,100,1.0,1.3,0.8,1.0,1.1,2,0.10933206223808309,0.22265625,0.0522617497380831
5,100,1.35,1.1,1.0,0.95,1.1,2,0.1421416641705728,0.12890625,0.05225885167057281
6,180,1.1,1.1,1.0,1.0,1.0,2,0.12426079563301314,0.1796875,0.05215142063301314
5,100,1.35,1.3,0.8,0.9,0.9,2,0.13100065456294274,0.16015625,0.052055342062942746
4,120,1.2,1.0,0.7,0.95,1.1,2,0.1309431953326386,0.16015625,0.0519978828326386
6,180,1.35,1.0,1.0,0.9,0.9,2,0.13640621305040598,0.14453125,0.05199215055040599
4,120,1.35,1.2,0.8,0.95,1.1,2,0.14181833188066484,0.12890625,0.05193551938066484
4,100,1.35,1.2,0.8,0.95,1.1,2,0.1418183318618394,0.12890625,0.0519355193618394
6,100,1.1,1.1,0.7,0.95,0.9,2,0.10613801485101175,0.23046875,0.051802077351011756
6,120,1.0,1.1,0.8,0.95,1.0,2,0.11426567871096381,0.20703125,0.05172661621096381
6,150,1.1,1.0,0.7,0.9,0.9,2,0.11136256680569688,0.21484375,0.05155787930569689
6,120,1.1,1.0,0.7,0.9,0.9,2,0.11136256679939334,0.21484375,0.05155787929939335
4,120,1.3,1.0,0.8,0.95,1.1,2,0.14141979661389367,0.12890625,0.05153698411389367
4,100,1.3,1.0,0.8,0.95,1.1,2,0.1414197962460201,0.12890625,0.05153698374602011
4,150,1.3,1.0,0.8,0.95,1.1,2,0.1414197947859689,0.12890625,0.05153698228596889
5,180,1.1,1.0,0.9,1.0,1.0,2,0.12740125104965702,0.16796875,0.051190313549657036
6,150,1.1,1.1,1.0,0.95,1.0,2,0.13012340358088528,0.16015625,0.051178091080885287
6,180,1.0,1.2,0.7,1.0,1.0,2,0.10140514954113923,0.2421875,0.05117077454113924
6,150,1.0,1.2,0.7,1.0,1.0,2,0.10140514954113922,0.2421875,0.051170774541139226
6,180,1.1,1.1,0.9,0.9,1.0,2,0.12836910345690045,0.1640625,0.050790978456900455
6,100,1.2,1.1,1.0,1.0,0.9,2,0.12426079563602441,0.17578125,0.05078423313602442
6,150,1.1,1.1,1.0,1.0,1.0,2,0.12426079562034402,0.17578125,0.05078423312034403
6,180,1.0,1.1,0.8,0.9,1.1,2,0.12000487655264004,0.1875,0.05062987655264004
6,120,1.35,1.0,1.0,0.9,0.9,2,0.13640621331397615,0.140625,0.050624963313976167
6,150,1.0,1.2,0.8,0.95,1.1,2,0.11440582298788562,0.203125,0.050499572987885634
6,180,1.0,1.2,0.8,0.95,1.1,2,0.11440582298788561,0.203125,0.05049957298788562
5,120,1.2,1.1,0.7,0.9,0.9,2,0.12117620299366519,0.18359375,0.0504340154936652
5,180,1.3,1.1,0.8,0.9,0.9,2,0.1306445618567491,0.15625,0.05033206185674912
4,100,1.3,1.2,0.7,0.9,1.1,2,0.13746207607214522,0.13671875,0.050313638572145235
4,120,1.3,1.2,0.7,0.9,1.1,2,0.137462075819371,0.13671875,0.05031363831937102
4,150,1.3,1.2,0.7,0.9,1.1,2,0.13746207575705083,0.13671875,0.05031363825705084
4,180,1.3,1.2,0.7,0.9,1.1,2,0.13746207575282637,0.13671875,0.050313638252826386
4,150,1.35,1.0,0.8,0.95,1.1,2,0.1414197966197865,0.125,0.05016979661978651
4,100,1.35,1.0,0.8,0.95,1.1,2,0.14141979661978646,0.125,0.05016979661978648
4,180,1.35,1.0,0.8,0.95,1.1,2,0.14141979661776713,0.125,0.05016979661776715
4,120,1.35,1.0,0.8,0.95,1.1,2,0.14141979661204263,0.125,0.05016979661204265
6,120,1.0,1.1,0.9,1.0,1.1,2,0.11672726314683798,0.1953125,0.050086638146837996
6,180,1.0,1.1,0.9,1.0,1.1,2,0.11672726314683798,0.1953125,0.050086638146837996
6,150,1.0,1.1,0.9,1.0,1.1,2,0.11672726314683797,0.1953125,0.05008663814683798
6,150,1.1,1.2,1.0,0.95,1.1,2,0.13030331008227902,0.15625,0.049990810082279034
6,120,1.1,1.2,1.0,0.95,1.1,2,0.13030331006405466,0.15625,0.04999081006405467
6,180,1.1,1.2,1.0,0.95,1.1,2,0.1303033098956401,0.15625,0.04999080989564011
6,150,1.0,1.0,0.9,1.0,1.0,2,0.11658206602931667,0.1953125,0.049941441029316684
6,120,1.0,1.0,0.9,1.0,1.0,2,0.11658206602251729,0.1953125,0.049941441022517304
6,100,1.0,1.0,0.9,1.0,1.0,2,0.11658206586986089,0.1953125,0.0499414408698609
6,150,1.3,1.3,1.0,0.9,1.1,2,0.13700066304009775,0.13671875,0.049852225540097765
4,180,1.3,1.1,0.8,1.0,1.0,2,0.1356267829690833,0.140625,0.049845532969083305
4,120,1.3,1.1,0.8,1.0,1.0,2,0.13562678296908326,0.140625,0.04984553296908328
4,150,1.3,1.1,0.8,1.0,1.0,2,0.1356267829690832,0.140625,0.04984553296908322
4,100,1.3,1.1,0.8,1.0,1.0,2,0.13562678296869576,0.140625,0.04984553296869578
4,180,1.3,1.1,0.8,1.0,1.1,2,0.1356267828361653,0.140625,0.04984553283616532
5,100,1.1,1.0,0.9,1.0,1.1,2,0.1274012230556266,0.1640625,0.049823098055626604
5,120,1.1,1.0,0.9,1.0,1.1,2,0.12740122227727704,0.1640625,0.04982309727727705
5,150,1.1,1.0,0.9,1.0,1.1,2,0.12740122213007163,0.1640625,0.04982309713007164
6,100,1.1,1.1,1.0,0.95,1.0,2,0.13012340359197758,0.15625,0.04981090359197759
6,120,1.1,1.1,1.0,0.95,1.0,2,0.13012340358214977,0.15625,0.04981090358214978
6,180,1.3,1.1,1.0,0.95,0.9,2,0.13012340338398723,0.15625,0.04981090338398724
6,150,1.3,1.1,1.0,0.95,0.9,2,0.130123403383987,0.15625,0.04981090338398702
6,100,1.0,1.2,0.7,1.0,1.0,2,0.10140514954140774,0.23828125,0.04980358704140774
6,120,1.0,1.2,0.7,1.0,1.0,2,0.10140514954113931,0.23828125,0.04980358704113932
6,180,1.0,1.1,0.7,1.0,1.0,2,0.10129432983011773,0.23828125,0.04969276733011773
6,150,1.0,1.1,0.7,1.0,1.0,2,0.10129432982862938,0.23828125,0.04969276732862938
6,150,1.2,1.2,1.0,0.9,1.1,2,0.13680197995527382,0.13671875,0.049653542455273834
6,100,1.3,1.2,1.0,0.9,1.1,2,0.13680197995219304,0.13671875,0.04965354245219305
6,100,1.2,1.2,1.0,0.9,1.1,2,0.1368019798921265,0.13671875,0.049653542392126514
6,150,1.2,1.1,1.0,0.9,1.1,2,0.13660383071939017,0.13671875,0.04945539321939018
6,100,1.2,1.1,1.0,0.9,1.1,2,0.13660383071935553,0.13671875,0.04945539321935554
6,120,1.2,1.1,1.0,0.9,1.1,2,0.13660383071682683,0.13671875,0.04945539321682684
6,120,1.1,1.1,1.0,1.0,1.0,2,0.12426079563301315,0.171875,0.049417045633013156
6,100,1.2,1.0,1.0,0.9,1.1,2,0.13640621329423966,0.13671875,0.04925777579423967
6,120,1.2,1.0,1.0,0.9,1.1,2,0.13640621329269906,0.13671875,0.04925777579269907
6,180,1.2,1.0,1.0,0.9,1.1,2,0.13640621328853367,0.13671875,0.04925777578853368
5,150,1.1,1.2,0.7,0.9,1.1,2,0.12133027807785005,0.1796875,0.04922090307785005
5,180,1.1,1.2,0.7,0.9,1.1,2,0.12133027806064649,0.1796875,0.04922090306064649
5,120,1.1,1.2,0.7,0.9,1.1,2,0.12133027766003537,0.1796875,0.04922090266003538
5,150,1.35,1.3,1.0,1.0,1.0,2,0.13630025264839749,0.13671875,0.0491518151483975
5,180,1.35,1.3,1.0,1.0,1.0,2,0.13630025263819465,0.13671875,0.04915181513819466
5,100,1.35,1.3,1.0,1.0,1.0,2,0.13630025262344692,0.13671875,0.04915181512344693
5,120,1.35,1.3,1.0,1.0,1.0,2,0.13630025231598328,0.13671875,0.04915181481598329
6,120,1.0,1.2,0.8,0.95,1.1,2,0.11440582298788562,0.19921875,0.04913238548788563
6,100,1.0,1.2,0.8,0.95,1.1,2,0.11440582298788045,0.19921875,0.04913238548788045
6,180,1.1,1.3,0.9,0.95,1.1,2,0.12257565664536918,0.17578125,0.04909909414536919
6,150,1.1,1.3,0.9,1.0,1.0,2,0.11701867160323924,0.19140625,0.04901085910323925
6,120,1.1,1.3,0.9,1.0,1.0,2,0.11701867160323921,0.19140625,0.04901085910323922
6,180,1.1,1.3,0.9,1.0,1.0,2,0.11701867160323914,0.19140625,0.04901085910323915
6,100,1.1,1.3,0.9,1.0,1.0,2,0.1170186716032293,0.19140625,0.04901085910322931
5,180,1.35,1.2,1.0,1.0,1.0,2,0.13610932395047373,0.13671875,0.048960886450473744
5,150,1.35,1.2,1.0,1.0,1.0,2,0.13610932394935232,0.13671875,0.048960886449352335
5,120,1.3,1.2,1.0,1.0,1.1,2,0.13610932394707534,0.13671875,0.04896088644707535
5,180,1.3,1.2,1.0,1.0,1.1,2,0.1361093239469755,0.13671875,0.048960886446975514
5,120,1.35,1.2,1.0,1.0,1.0,2,0.1361093239307156,0.13671875,0.048960886430715604
5,100,1.35,1.2,1.0,1.0,1.0,2,0.1361093239197563,0.13671875,0.048960886419756315
5,150,1.3,1.2,1.0,1.0,1.1,2,0.13610932365944817,0.13671875,0.04896088615944818
4,180,1.35,1.2,0.7,0.9,1.1,2,0.13746210026760278,0.1328125,0.04894647526760278
4,150,1.35,1.2,0.7,0.9,1.1,2,0.13746210026760275,0.1328125,0.048946475267602756
5,120,1.3,1.2,0.9,1.0,0.9,2,0.1277382295905362,0.16015625,0.048792917090536216
5,180,1.35,1.1,1.0,1.0,1.0,2,0.13591888129733262,0.13671875,0.048770443797332634
5,150,1.35,1.1,1.0,1.0,1.0,2,0.13591888128622603,0.13671875,0.048770443786226046
5,100,1.35,1.1,1.0,1.0,1.0,2,0.13591888128341809,0.13671875,0.0487704437834181
5,120,1.35,1.1,1.0,1.0,1.0,2,0.13591888111524464,0.13671875,0.04877044361524465
5,120,1.0,1.0,0.7,0.95,1.1,2,0.1153647973615104,0.1953125,0.04872417236151041
6,100,1.0,1.1,0.9,1.0,1.1,2,0.11672726314683801,0.19140625,0.04871945064683802
4,100,1.35,1.2,0.8,1.0,1.0,2,0.13580990601023213,0.13671875,0.04866146851023214
4,120,1.35,1.2,0.8,1.0,1.0,2,0.13580990601018159,0.13671875,0.0486614685101816
4,180,1.35,1.2,0.8,1.0,1.0,2,0.13580990601018159,0.13671875,0.0486614685101816
4,150,1.35,1.2,0.8,1.0,1.0,2,0.13580990601018156,0.13671875,0.04866146851018157
6,100,1.1,1.2,1.0,0.95,1.1,2,0.13030331008227974,0.15234375,0.04862362258227975
6,180,1.0,1.0,0.9,1.0,1.1,2,0.11658206594559145,0.19140625,0.04857425344559146
6,150,1.0,1.0,0.9,1.0,1.1,2,0.11658206594559142,0.19140625,0.04857425344559143
4,100,1.35,1.0,0.7,0.9,1.0,2,0.13708473350935035,0.1328125,0.04856910850935036
4,180,1.35,1.0,0.7,0.9,1.0,2,0.13708473349926903,0.1328125,0.048569108499269036
4,120,1.35,1.0,0.7,0.9,1.0,2,0.13708473349642217,0.1328125,0.048569108496422174
4,150,1.35,1.0,0.7,0.9,1.0,2,0.1370847334647225,0.1328125,0.0485691084647225
6,180,1.0,1.3,0.7,1.0,1.1,2,0.1015161983741127,0.234375,0.04854744837411271
6,150,1.0,1.3,0.7,1.0,1.1,2,0.10151619837411266,0.234375,0.04854744837411267
4,150,1.35,1.1,0.8,1.0,1.0,2,0.13562678296806693,0.13671875,0.048478345468066945
4,120,1.35,1.1,0.8,1.0,1.0,2,0.13562678296806682,0.13671875,0.048478345468066834
4,180,1.35,1.1,0.8,1.0,1.0,2,0.13562678296806677,0.13671875,0.04847834546806678
4,100,1.35,1.1,0.8,1.0,1.0,2,0.1356267829613998,0.13671875,0.048478345461399806
5,180,1.35,1.0,0.9,0.9,1.1,2,0.13971329836876015,0.125,0.04846329836876017
5,120,1.35,1.0,0.9,0.9,1.1,2,0.13971329836876012,0.125,0.04846329836876014
5,100,1.35,1.0,0.9,0.9,1.1,2,0.13971329836876006,0.125,0.04846329836876009
5,150,1.35,1.0,0.9,0.9,1.1,2,0.13971329835578428,0.125,0.0484632983557843
6,180,1.35,1.1,1.0,0.95,0.9,2,0.13012340358065294,0.15234375,0.04844371608065295
6,100,1.1,1.1,1.0,0.95,1.1,2,0.13012340357999122,0.15234375,0.04844371607999123
6,100,1.35,1.1,1.0,0.95,0.9,2,0.13012340356801888,0.15234375,0.04844371606801889
6,180,1.1,1.1,1.0,0.95,1.1,2,0.1301234035484283,0.15234375,0.04844371604842831
6,120,1.3,1.1,1.0,0.95,0.9,2,0.13012340338398729,0.15234375,0.04844371588398729
6,100,1.3,1.1,1.0,0.95,0.9,2,0.13012340338381245,0.15234375,0.04844371588381246
6,150,1.35,1.1,1.0,0.95,0.9,2,0.13012340315462498,0.15234375,0.048443715654624984
6,120,1.35,1.1,1.0,0.95,0.9,2,0.13012340300140918,0.15234375,0.04844371550140918
6,120,1.0,1.1,0.7,1.0,1.0,2,0.10129432982395029,0.234375,0.0483255798239503
4,120,1.3,1.0,0.8,1.0,1.0,2,0.13544409856162778,0.13671875,0.0482956610616278
4,180,1.3,1.0,0.8,1.0,1.0,2,0.135444098557806,0.13671875,0.04829566105780602
4,180,1.3,1.0,0.8,1.0,1.1,2,0.13544409808941754,0.13671875,0.048295660589417554
4,150,1.3,1.0,0.8,1.0,1.1,2,0.1354440930536855,0.13671875,0.0482956555536855
6,180,1.3,1.2,1.0,0.9,1.1,2,0.13680197995315288,0.1328125,0.04828635495315289
4,100,1.2,1.3,0.7,1.0,1.1,2,0.12584615019802356,0.1640625,0.04826802519802357
6,120,1.3,1.0,1.0,0.95,0.9,2,0.12994395782366422,0.15234375,0.048264270323664225
6,180,1.3,1.0,1.0,0.95,0.9,2,0.1299439578236642,0.15234375,0.0482642703236642
6,100,1.3,1.0,1.0,0.95,0.9,2,0.12994395780774376,0.15234375,0.048264270307743766
6,150,1.3,1.0,1.0,0.95,0.9,2,0.12994395777605608,0.15234375,0.048264270276056086
6,120,1.1,1.2,0.9,0.9,1.1,2,0.12854494820871695,0.15625,0.048232448208716965
