N_HILL,KQ,p_high_scale,rHP_scale,K_u_scale,u_scale,gamma_scale,n_stable,dH,basin_high_frac,score
3,120,1.1,1.1,0.9,1.0,1.0,2,0.17923042276145984,0.16796875,0.10301948526145985
3,180,1.3,1.3,1.0,1.0,1.1,2,0.19153126663344347,0.1328125,0.10301564163344348
3,150,1.3,1.3,1.0,1.0,1.1,2,0.19153126657443528,0.1328125,0.1030156415744353
3,120,1.3,1.3,1.0,1.0,1.1,2,0.19153126650221688,0.1328125,0.1030156415022169
3,180,1.3,1.0,0.9,0.9,1.0,2,0.19407220793142888,0.125,0.1028222079314289
3,180,1.3,1.2,1.0,1.0,1.0,2,0.1912026446543389,0.1328125,0.1026870196543389
3,150,1.3,1.1,0.8,0.9,0.9,2,0.18147424846148064,0.16015625,0.10252893596148063
3,120,1.3,1.1,0.8,0.9,0.9,2,0.18147424846148022,0.16015625,0.10252893596148022
3,180,1.35,1.1,0.8,0.9,0.9,2,0.18147424802064724,0.16015625,0.10252893552064724
3,100,1.35,1.3,0.9,0.9,1.0,2,0.19509737058979254,0.12109375,0.10248018308979256
3,180,1.3,1.3,0.8,1.0,0.9,2,0.1677043941516824,0.19921875,0.10243095665168239
3,180,1.3,1.1,1.0,1.0,1.1,2,0.1908749363343526,0.1328125,0.10235931133435261
3,180,1.35,1.2,0.9,0.9,1.0,2,0.19475467008691152,0.12109375,0.10213748258691155
3,150,1.35,1.2,0.9,0.9,1.1,2,0.19475466966616592,0.12109375,0.10213748216616594
3,150,1.2,1.0,1.0,1.0,1.1,2,0.19054813841288365,0.1328125,0.10203251341288366
3,100,1.0,1.3,0.7,0.9,1.1,2,0.16856715847115766,0.1953125,0.10192653347115768
4,150,1.0,1.0,0.9,1.0,0.9,2,0.14524899066467317,0.26171875,0.10185055316467317
4,100,1.0,1.0,0.9,1.0,0.9,2,0.1452489906644591,0.26171875,0.1018505531644591
4,120,1.0,1.0,0.9,1.0,0.9,2,0.14524899066388156,0.26171875,0.10185055316388156
6,180,1.0,1.3,1.0,0.9,0.9,2,0.13700066303153927,0.28515625,0.10180535053153927
4,100,1.0,1.1,0.8,1.0,0.9,2,0.13562678297004194,0.2890625,0.10179865797004195
4,120,1.0,1.1,0.8,1.0,0.9,2,0.13562678294291453,0.2890625,0.10179865794291454
3,100,1.1,1.1,0.9,1.0,1.0,2,0.17923042276150344,0.1640625,0.10165229776150345
3,100,1.3,1.1,0.9,1.0,0.9,2,0.1792304226093494,0.1640625,0.1016522976093494
3,180,1.35,1.1,0.9,1.0,0.9,2,0.1792304221436044,0.1640625,0.10165229714360441
3,100,1.3,1.3,1.0,1.0,1.1,2,0.1915312666332273,0.12890625,0.10164845413322732
3,150,1.2,1.0,0.8,0.95,0.9,2,0.1737246631216163,0.1796875,0.1016152881216163
3,180,1.2,1.0,0.8,0.95,0.9,2,0.1737246630833915,0.1796875,0.10161528808339149
3,150,1.0,1.2,0.7,0.95,1.0,2,0.16130256081196984,0.21484375,0.10149787331196986
3,100,1.0,1.2,0.7,0.95,1.0,2,0.1613025607510469,0.21484375,0.10149787325104692
3,180,1.2,1.1,0.7,0.9,0.9,2,0.16804510435079736,0.1953125,0.10140447935079738
3,100,1.3,1.1,0.8,0.9,0.9,2,0.18147424846137145,0.15625,0.10116174846137146
3,100,1.35,1.1,0.8,0.9,0.9,2,0.18147424802709602,0.15625,0.10116174802709604
3,150,1.35,1.1,0.8,0.9,0.9,2,0.18147424802064696,0.15625,0.10116174802064698
3,120,1.35,1.1,0.8,0.9,0.9,2,0.18147424802064682,0.15625,0.10116174802064684
5,180,1.0,1.2,0.9,0.95,0.9,2,0.13362173690472615,0.29296875,0.10116079940472616
4,120,1.1,1.3,0.8,0.9,0.9,2,0.1486589226138795,0.25,0.10115892261387952
3,150,1.3,1.3,0.8,1.0,0.9,2,0.16770439425089312,0.1953125,0.10106376925089314
3,120,1.3,1.1,1.0,1.0,1.1,2,0.19087493672154926,0.12890625,0.10099212422154927
3,100,1.3,1.1,1.0,1.0,1.1,2,0.1908749367208949,0.12890625,0.1009921242208949
3,150,1.3,1.1,1.0,1.0,1.1,2,0.19087493637685035,0.12890625,0.10099212387685036
3,120,1.35,1.2,0.9,0.9,1.0,2,0.19475467062885596,0.1171875,0.10077029562885598
3,150,1.35,1.2,0.9,0.9,1.0,2,0.19475467060328613,0.1171875,0.10077029560328615
4,180,1.1,1.1,1.0,1.0,0.9,2,0.15505185147273953,0.23046875,0.10071591397273955
4,120,1.1,1.2,0.9,0.9,0.9,2,0.1591262456256301,0.21875,0.1006887456256301
4,180,1.0,1.3,1.0,0.9,1.0,2,0.1698347978020625,0.1875,0.10045979780206252
4,100,1.0,1.3,1.0,0.9,1.0,2,0.16983479773183832,0.1875,0.10045979773183833
3,120,1.0,1.0,0.8,1.0,1.1,2,0.16693643328909044,0.1953125,0.10029580828909046
3,120,1.2,1.0,0.8,0.95,0.9,2,0.17372466312161616,0.17578125,0.10024810062161618
3,120,1.2,1.1,0.7,0.9,0.9,2,0.16804510496836383,0.19140625,0.10003729246836385
3,150,1.2,1.1,0.7,0.9,0.9,2,0.16804510461379701,0.19140625,0.10003729211379703
3,180,1.0,1.1,0.7,0.9,1.1,2,0.1680449652620476,0.19140625,0.10003715276204761
3,150,1.0,1.1,0.7,0.9,1.1,2,0.16804495466324199,0.19140625,0.100037142163242
3,150,1.3,1.0,0.9,1.0,0.9,2,0.17893975339174512,0.16015625,0.09999444089174511
3,180,1.3,1.0,0.9,1.0,0.9,2,0.17893975339067394,0.16015625,0.09999444089067394
3,120,1.2,1.2,0.9,0.95,1.1,2,0.186785720743807,0.13671875,0.09963728324380702
4,180,1.1,1.2,0.9,1.0,0.9,2,0.14566665221970632,0.25390625,0.09953383971970634
3,150,1.1,1.2,0.8,0.95,1.0,2,0.17427771068100864,0.171875,0.09943396068100865
3,180,1.1,1.2,0.8,0.95,1.0,2,0.17427771068100797,0.171875,0.09943396068100799
6,150,1.0,1.3,1.0,0.95,0.9,2,0.13048367899803612,0.296875,0.09938992899803611
6,180,1.0,1.3,1.0,0.95,0.9,2,0.13048367898461216,0.296875,0.09938992898461216
4,100,1.1,1.1,1.0,1.0,0.9,2,0.15505185147290038,0.2265625,0.09934872647290038
4,150,1.1,1.1,1.0,1.0,0.9,2,0.1550518514727445,0.2265625,0.09934872647274451
4,120,1.1,1.1,1.0,1.0,0.9,2,0.15505185147274028,0.2265625,0.09934872647274029
4,150,1.0,1.3,1.0,0.9,1.0,2,0.16983479780206254,0.18359375,0.09909261030206254
4,120,1.0,1.3,1.0,0.9,1.0,2,0.16983479772744994,0.18359375,0.09909261022744995
3,150,1.2,1.0,0.8,1.0,0.9,2,0.16693643663168378,0.19140625,0.0989286241316838
3,180,1.2,1.0,0.8,1.0,0.9,2,0.16693643657337293,0.19140625,0.09892862407337294
3,100,1.0,1.0,0.8,1.0,1.1,2,0.16693633912120234,0.19140625,0.09892852662120236
3,100,1.35,1.1,0.9,1.0,0.9,2,0.17923042214405324,0.15625,0.09891792214405326
3,120,1.35,1.1,0.9,1.0,0.9,2,0.17923042214360593,0.15625,0.09891792214360595
3,150,1.35,1.1,0.9,1.0,0.9,2,0.17923042214360474,0.15625,0.09891792214360476
4,150,1.0,1.0,0.8,1.0,0.9,2,0.13544409856078282,0.28125,0.09888159856078282
4,180,1.0,1.0,0.8,1.0,0.9,2,0.13544409855720124,0.28125,0.09888159855720124
3,100,1.2,1.0,0.8,0.95,0.9,2,0.17372466311727175,0.171875,0.09888091311727176
3,100,1.2,1.1,0.7,0.9,0.9,2,0.16804510488246066,0.1875,0.09867010488246067
3,120,1.3,1.0,0.9,1.0,0.9,2,0.17893975339809876,0.15625,0.09862725339809877
3,100,1.3,1.0,0.9,1.0,0.9,2,0.1789397533911167,0.15625,0.09862725339111672
4,180,1.2,1.3,1.0,0.95,0.9,2,0.1623346535871498,0.203125,0.0984284035871498
3,150,1.1,1.1,0.8,0.9,1.1,2,0.18147424851878044,0.1484375,0.09842737351878045
3,180,1.1,1.1,0.8,0.9,1.1,2,0.18147424841407192,0.1484375,0.09842737341407193
3,100,1.0,1.0,0.7,0.9,1.0,2,0.16778509130965374,0.1875,0.09841009130965375
4,180,1.1,1.2,0.8,0.9,0.9,2,0.14843986781004326,0.2421875,0.09820549281004326
4,150,1.1,1.2,0.9,1.0,0.9,2,0.1456666522193663,0.25,0.09816665221936632
3,100,1.1,1.2,0.8,0.95,1.0,2,0.17427771068103387,0.16796875,0.09806677318103388
3,120,1.1,1.2,0.8,0.95,1.0,2,0.17427771068100828,0.16796875,0.09806677318100829
3,120,1.2,1.0,0.9,0.95,1.0,2,0.18615668431206764,0.1328125,0.09764105931206765
3,150,1.2,1.0,0.9,0.95,1.1,2,0.18615668329557328,0.1328125,0.09764105829557329
3,120,1.2,1.0,0.8,1.0,0.9,2,0.16693643657181303,0.1875,0.09756143657181304
4,150,1.0,1.3,1.0,0.95,1.0,2,0.1623346535931719,0.19921875,0.09706121609317189
4,180,1.0,1.3,1.0,0.95,1.0,2,0.16233465359316607,0.19921875,0.09706121609316606
4,100,1.2,1.3,1.0,0.95,0.9,2,0.16233465358776136,0.19921875,0.09706121608776136
4,150,1.2,1.3,1.0,0.95,0.9,2,0.16233465358716076,0.19921875,0.09706121608716076
4,120,1.2,1.3,1.0,0.95,0.9,2,0.16233465356939322,0.19921875,0.09706121606939322
4,120,1.0,1.3,1.0,0.95,1.0,2,0.16233465351725657,0.19921875,0.09706121601725656
3,120,1.1,1.1,0.8,0.9,1.1,2,0.18147424872906898,0.14453125,0.09706018622906898
3,100,1.1,1.1,0.8,0.9,1.1,2,0.18147424846227322,0.14453125,0.09706018596227323
4,180,1.1,1.3,0.7,0.9,0.9,2,0.13765148091973076,0.26953125,0.09698741841973077
3,180,1.0,1.0,0.7,0.95,1.0,2,0.16082363231394597,0.203125,0.09691738231394598
4,120,1.1,1.2,0.9,1.0,0.9,2,0.14566665222471212,0.24609375,0.09679946472471213
3,180,1.1,1.2,0.8,1.0,1.0,2,0.16744775740261736,0.18359375,0.09670556990261736
3,120,1.1,1.2,0.8,0.95,1.1,2,0.17427771080894403,0.1640625,0.09669958580894403
3,100,1.1,1.2,0.8,0.95,1.1,2,0.1742777108089438,0.1640625,0.0966995858089438
3,180,1.1,1.3,0.7,0.9,1.0,2,0.168567143522198,0.1796875,0.096457768522198
3,150,1.1,1.3,0.7,0.9,1.0,2,0.1685671435221752,0.1796875,0.09645776852217519
3,100,1.1,1.3,0.7,0.9,1.0,2,0.1685671434895271,0.1796875,0.09645776848952708
3,120,1.1,1.3,0.7,0.9,1.0,2,0.16856714347518464,0.1796875,0.09645776847518464
3,100,1.2,1.0,0.8,1.0,0.9,2,0.16693643620944632,0.18359375,0.09619424870944632
4,120,1.0,1.0,0.8,1.0,0.9,2,0.135444098373781,0.2734375,0.09614722337378101
3,180,1.0,1.0,0.7,1.0,1.0,2,0.1544842505956687,0.21875,0.0960467505956687
3,120,1.0,1.1,0.7,0.95,1.1,2,0.16106272572433247,0.19921875,0.09578928822433247
4,100,1.0,1.3,1.0,0.95,1.0,2,0.162334653593182,0.1953125,0.09569402859318202
4,150,1.1,1.3,0.7,0.9,0.9,2,0.137651480888714,0.265625,0.09562023088871402
4,100,1.1,1.3,0.7,0.9,0.9,2,0.13765148088021567,0.265625,0.09562023088021568
4,120,1.1,1.3,0.7,0.9,0.9,2,0.1376514808778843,0.265625,0.09562023087788432
4,150,1.2,1.0,1.0,0.9,0.9,2,0.1689929061181103,0.17578125,0.09551634361811032
4,120,1.2,1.0,1.0,0.9,0.9,2,0.16899290611811021,0.17578125,0.09551634361811023
4,100,1.2,1.0,1.0,0.9,0.9,2,0.16899290611805456,0.17578125,0.09551634361805458
4,180,1.2,1.0,1.0,0.9,0.9,2,0.16899290611554166,0.17578125,0.09551634361554168
4,120,1.1,1.2,0.8,0.9,0.9,2,0.14843997735368772,0.234375,0.09547122735368774
4,180,1.2,1.3,0.9,0.9,0.9,2,0.1593759044021459,0.203125,0.09546965440214591
4,120,1.2,1.2,1.0,0.95,0.9,2,0.16207715702646497,0.1953125,0.09543653202646499
4,180,1.2,1.2,1.0,0.95,0.9,2,0.16207715702642914,0.1953125,0.09543653202642916
4,150,1.2,1.2,1.0,0.95,0.9,2,0.16207715702642844,0.1953125,0.09543653202642846
4,100,1.1,1.2,0.9,1.0,0.9,2,0.1456666522036682,0.2421875,0.0954322772036682
3,180,1.3,1.2,0.8,1.0,0.9,2,0.16744775742597146,0.1796875,0.09533838242597145
3,180,1.1,1.2,0.8,0.95,1.1,2,0.17427771080894408,0.16015625,0.09533239830894408
3,180,1.0,1.2,0.7,1.0,1.1,2,0.1549266001693304,0.21484375,0.09512191266933043
3,120,1.0,1.2,0.7,1.0,1.1,2,0.1549266001693301,0.21484375,0.09512191266933012
3,150,1.0,1.2,0.7,1.0,1.1,2,0.1549266001693298,0.21484375,0.09512191266932982
3,100,1.0,1.2,0.7,1.0,1.1,2,0.15492660013712503,0.21484375,0.09512191263712505
3,150,1.35,1.1,0.8,0.95,0.9,2,0.17400082290845237,0.16015625,0.09505551040845236
3,180,1.35,1.1,0.8,0.95,0.9,2,0.17400082289609084,0.16015625,0.09505551039609084
6,120,1.0,1.3,1.0,1.0,0.9,2,0.12458949755166007,0.30078125,0.09486293505166007
6,150,1.0,1.3,1.0,1.0,0.9,2,0.12458949755010025,0.30078125,0.09486293505010027
6,180,1.0,1.3,1.0,1.0,0.9,2,0.12458949754780571,0.30078125,0.09486293504780571
6,100,1.0,1.3,1.0,1.0,0.9,2,0.12458949746916557,0.30078125,0.09486293496916559
3,150,1.1,1.2,0.7,0.9,1.0,2,0.16830556204801933,0.17578125,0.09482899954801935
3,180,1.1,1.2,0.7,0.9,1.0,2,0.16830556203547864,0.17578125,0.09482899953547866
4,100,1.0,1.0,0.8,1.0,0.9,2,0.1354440985607654,0.26953125,0.0947800360607654
4,180,1.0,1.1,1.0,0.9,1.1,2,0.1692727261284306,0.171875,0.09442897612843063
3,180,1.2,1.1,0.8,0.9,1.1,2,0.18147424861894676,0.13671875,0.09432581111894678
3,150,1.2,1.1,0.8,0.9,1.1,2,0.1814742485006226,0.13671875,0.09432581100062262
6,150,1.0,1.3,0.9,0.95,0.9,2,0.12257565678519249,0.3046875,0.09421628178519248
6,180,1.0,1.3,0.9,0.95,0.9,2,0.12257565678519235,0.3046875,0.09421628178519234
6,120,1.0,1.3,0.9,0.95,0.9,2,0.12257565678519067,0.3046875,0.09421628178519068
4,150,1.2,1.3,0.9,0.9,0.9,2,0.15937590440215085,0.19921875,0.09410246690215085
4,100,1.2,1.3,0.9,0.9,0.9,2,0.15937590440214763,0.19921875,0.09410246690214763
4,120,1.2,1.3,0.9,0.9,0.9,2,0.1593759043905678,0.19921875,0.09410246689056781
4,180,1.0,1.3,0.9,0.9,1.0,2,0.1593759042860059,0.19921875,0.0941024667860059
3,100,1.2,1.3,0.9,1.0,1.0,2,0.17981409088349354,0.140625,0.09403284088349356
4,180,1.1,1.1,0.8,0.9,0.9,2,0.14822160643408577,0.23046875,0.09388566893408579
4,180,1.1,1.1,0.9,1.0,0.9,2,0.1454575566851012,0.23828125,0.09385599418510121
4,180,1.2,1.1,1.0,0.95,0.9,2,0.16182037390913154,0.19140625,0.09381256140913155
6,100,1.0,1.2,1.0,0.95,0.9,2,0.13030331009349982,0.28125,0.09374081009349983
3,120,1.35,1.1,0.8,0.95,0.9,2,0.17400082290843782,0.15625,0.09368832290843784
3,100,1.35,1.1,0.8,0.95,0.9,2,0.17400082290825203,0.15625,0.09368832290825205
3,120,1.35,1.0,0.9,0.95,1.1,2,0.18615668441021277,0.12109375,0.0935394969102128
3,100,1.1,1.2,0.7,0.9,1.0,2,0.16830556188393,0.171875,0.09346181188393002
3,120,1.1,1.0,0.8,0.95,1.1,2,0.1737246633894109,0.15625,0.09341216338941091
3,180,1.1,1.0,0.8,0.95,1.1,2,0.17372466304954368,0.15625,0.0934121630495437
3,100,1.1,1.0,0.8,0.95,1.1,2,0.17372466304271483,0.15625,0.09341216304271485
3,150,1.1,1.0,0.8,0.95,1.1,2,0.17372466262607988,0.15625,0.0934121626260799
3,180,1.35,1.2,0.8,0.9,1.1,2,0.18177497270701615,0.1328125,0.09325934770701616
3,150,1.35,1.2,0.8,0.9,1.0,2,0.1817749725864364,0.1328125,0.09325934758643642
4,150,1.0,1.3,1.0,0.95,1.1,2,0.16233465379383324,0.1875,0.09295965379383325
4,120,1.0,1.3,1.0,0.95,1.1,2,0.16233465379383322,0.1875,0.09295965379383322
4,180,1.0,1.3,1.0,0.95,1.1,2,0.16233465373109082,0.1875,0.09295965373109083
4,100,1.0,1.3,1.0,0.95,1.1,2,0.1623346533910023,0.1875,0.09295965339100232
3,150,1.2,1.3,0.8,1.0,1.0,2,0.16770439416813007,0.171875,0.09286064416813009
3,150,1.2,1.0,0.7,0.95,0.9,2,0.16082363235007743,0.19140625,0.09281581985007745
3,180,1.2,1.0,0.7,0.95,0.9,2,0.16082363226073682,0.19140625,0.09281581976073683
4,100,1.0,1.3,0.9,0.9,1.0,2,0.15937590428600426,0.1953125,0.09273527928600428
4,120,1.0,1.3,0.9,0.9,1.0,2,0.15937590428597734,0.1953125,0.09273527928597736
4,150,1.0,1.3,0.9,0.9,1.0,2,0.15937590428594922,0.1953125,0.09273527928594924
4,100,1.2,1.2,1.0,0.95,0.9,2,0.1620771569644492,0.1875,0.0927021569644492
4,180,1.0,1.2,1.0,0.95,1.0,2,0.16207715665704553,0.1875,0.09270215665704554
4,150,1.0,1.2,1.0,0.95,1.0,2,0.16207715664916547,0.1875,0.09270215664916548
4,120,1.0,1.2,1.0,0.95,1.0,2,0.16207715646533255,0.1875,0.09270215646533256
4,100,1.0,1.2,1.0,0.95,1.0,2,0.16207715622903368,0.1875,0.09270215622903369
3,120,1.2,1.0,0.8,0.9,1.1,2,0.18117434519171552,0.1328125,0.09265872019171553
3,180,1.2,1.0,0.8,0.9,1.1,2,0.1811743451704843,0.1328125,0.09265872017048432
3,100,1.2,1.0,0.8,0.9,1.1,2,0.18117434509677074,0.1328125,0.09265872009677076
3,150,1.2,1.0,0.8,0.9,1.1,2,0.18117434508940952,0.1328125,0.09265872008940954
3,100,1.3,1.2,0.8,1.0,0.9,2,0.16744775746189713,0.171875,0.09260400746189715
3,150,1.3,1.2,0.8,1.0,0.9,2,0.16744775742597146,0.171875,0.09260400742597147
3,120,1.3,1.2,0.8,1.0,0.9,2,0.16744775742597126,0.171875,0.09260400742597127
4,150,1.1,1.1,0.8,0.9,0.9,2,0.14822160648528257,0.2265625,0.09251848148528258
4,100,1.1,1.1,0.8,0.9,0.9,2,0.14822160643404705,0.2265625,0.09251848143404706
4,120,1.1,1.1,0.8,0.9,0.9,2,0.1482216064338667,0.2265625,0.0925184814338667
4,180,1.2,1.2,0.9,0.9,0.9,2,0.15912624567100703,0.1953125,0.09248562067100705
4,150,1.2,1.2,0.9,0.9,0.9,2,0.15912624567100114,0.1953125,0.09248562067100116
4,120,1.2,1.2,0.9,0.9,0.9,2,0.1591262455786682,0.1953125,0.09248562057866822
4,150,1.2,1.1,1.0,0.95,0.9,2,0.16182037390911086,0.1875,0.09244537390911087
4,120,1.2,1.1,1.0,0.95,0.9,2,0.16182037390399062,0.1875,0.09244537390399063
4,100,1.2,1.1,1.0,0.95,0.9,2,0.16182037390026055,0.1875,0.09244537390026056
4,120,1.35,1.3,1.0,0.9,0.9,2,0.16983479776928315,0.1640625,0.09225667276928315
4,180,1.2,1.1,0.9,0.9,0.9,2,0.1588772744607599,0.1953125,0.0922366494607599
3,150,1.35,1.2,0.7,0.9,0.9,2,0.16830579366374218,0.16796875,0.09209485616374219
3,180,1.35,1.2,0.7,0.9,0.9,2,0.16830579363061535,0.16796875,0.09209485613061535
3,120,1.35,1.2,0.7,0.9,0.9,2,0.16830579329221731,0.16796875,0.09209485579221732
3,120,1.2,1.1,0.9,1.0,1.0,2,0.17923041966390743,0.13671875,0.09208198216390745
3,150,1.2,1.1,0.9,1.0,1.0,2,0.17923041966390668,0.13671875,0.0920819821639067
3,180,1.2,1.1,0.9,1.0,1.0,2,0.17923041966390657,0.13671875,0.09208198216390659
3,100,1.2,1.1,0.9,1.0,1.0,2,0.1792304193927555,0.13671875,0.09208198189275552
3,100,1.35,1.2,0.8,0.9,1.1,2,0.1817749727911293,0.12890625,0.09189216029112932
3,150,1.35,1.2,0.8,0.9,1.1,2,0.1817749727750457,0.12890625,0.09189216027504571
3,120,1.35,1.2,0.8,0.9,1.1,2,0.18177497273037513,0.12890625,0.09189216023037514
3,120,1.35,1.2,0.8,0.9,1.0,2,0.18177497271885976,0.12890625,0.09189216021885976
4,180,1.2,1.3,1.0,1.0,0.9,2,0.15552449971757032,0.203125,0.09161824971757032
4,120,1.2,1.3,1.0,1.0,0.9,2,0.1555244997171349,0.203125,0.09161824971713489
4,150,1.2,1.3,1.0,1.0,0.9,2,0.1555244997162463,0.203125,0.0916182497162463
3,120,1.2,1.0,0.7,0.95,0.9,2,0.16082363229070826,0.1875,0.09144863229070826
4,120,1.0,1.0,1.0,0.9,1.0,2,0.1689929074516685,0.1640625,0.09141478245166851
4,150,1.0,1.0,1.0,0.9,1.0,2,0.16899290743199102,0.1640625,0.09141478243199103
6,150,1.0,1.3,0.9,1.0,0.9,2,0.11701867211465568,0.3125,0.09139367211465568
6,120,1.0,1.3,0.9,1.0,0.9,2,0.11701867210832227,0.3125,0.09139367210832228
3,120,1.35,1.3,0.9,1.0,1.1,2,0.17981409047416116,0.1328125,0.09129846547416118
3,180,1.3,1.0,0.8,0.9,1.1,2,0.18117434507155625,0.12890625,0.09129153257155626
4,100,1.0,1.3,0.9,0.95,1.0,2,0.15229934857516328,0.2109375,0.09112747357516329
4,120,1.0,1.3,0.9,0.95,1.0,2,0.15229934857515529,0.2109375,0.0911274735751553
4,150,1.0,1.3,0.9,0.95,1.0,2,0.15229934857515529,0.2109375,0.0911274735751553
4,180,1.0,1.3,0.9,0.95,1.0,2,0.15229934857515529,0.2109375,0.0911274735751553
4,150,1.1,1.1,0.9,1.0,0.9,2,0.14545755668510116,0.23046875,0.09112161918510117
4,120,1.1,1.1,0.9,1.0,0.9,2,0.1454575566851011,0.23046875,0.09112161918510112
4,100,1.1,1.1,0.9,1.0,0.9,2,0.1454575566850951,0.23046875,0.09112161918509512
4,100,1.0,1.2,0.9,0.9,1.0,2,0.15912624567101663,0.19140625,0.09111843317101664
4,100,1.2,1.2,0.9,0.9,0.9,2,0.15912624567089023,0.19140625,0.09111843317089025
4,150,1.0,1.1,1.0,0.95,1.0,2,0.16182037434524632,0.18359375,0.09107818684524632
4,180,1.0,1.1,1.0,0.95,1.0,2,0.16182037434524632,0.18359375,0.09107818684524632
4,120,1.0,1.1,1.0,0.95,1.0,2,0.16182037432938692,0.18359375,0.09107818682938693
3,120,1.3,1.2,0.9,1.0,1.1,2,0.17952186815763654,0.1328125,0.09100624315763656
4,150,1.1,1.0,0.8,0.9,0.9,2,0.14800380315495376,0.22265625,0.09093349065495376
6,120,1.0,1.1,1.0,0.95,0.9,2,0.13012340355115914,0.2734375,0.09082652855115916
6,150,1.0,1.1,1.0,0.95,0.9,2,0.13012340355115898,0.2734375,0.090826528551159
6,180,1.0,1.1,1.0,0.95,0.9,2,0.13012340355115862,0.2734375,0.09082652855115864
6,100,1.0,1.1,1.0,0.95,0.9,2,0.13012340256323587,0.2734375,0.09082652756323589
3,150,1.1,1.3,0.7,0.95,1.1,2,0.16154289517563605,0.18359375,0.09080070767563606
3,150,1.3,1.1,0.9,1.0,1.0,2,0.17923042292163394,0.1328125,0.09071479792163395
3,120,1.3,1.1,0.9,1.0,1.0,2,0.1792304228366763,0.1328125,0.09071479783667633
3,100,1.3,1.1,0.9,1.0,1.0,2,0.17923042215621485,0.1328125,0.09071479715621486
6,120,1.0,1.2,1.0,1.0,0.9,2,0.12442494486348334,0.2890625,0.09059681986348334
3,150,1.1,1.1,0.7,0.9,1.1,2,0.16804508546892957,0.1640625,0.09046696046892957
3,180,1.1,1.1,0.7,0.9,1.1,2,0.16804508546853023,0.1640625,0.09046696046853023
3,120,1.1,1.1,0.7,0.9,1.1,2,0.1680450854683039,0.1640625,0.09046696046830391
3,150,1.3,1.0,0.9,1.0,1.0,2,0.17893975348244004,0.1328125,0.09042412848244005
4,100,1.2,1.3,1.0,1.0,0.9,2,0.1555244997162381,0.19921875,0.0902510622162381
3,100,1.2,1.3,0.8,1.0,1.0,2,0.1677043941681535,0.1640625,0.0901262691681535
4,120,1.0,1.3,0.9,0.9,1.1,2,0.15937590430103224,0.1875,0.09000090430103225
4,180,1.0,1.3,0.9,0.9,1.1,2,0.15937590430101897,0.1875,0.09000090430101898
4,150,1.0,1.3,0.9,0.9,1.1,2,0.15937590430101847,0.1875,0.09000090430101848
4,100,1.0,1.3,0.9,0.9,1.1,2,0.1593759042718378,0.1875,0.0900009042718378
3,150,1.35,1.0,0.8,0.9,1.0,2,0.18117434510879252,0.125,0.08992434510879255
3,100,1.35,1.0,0.8,0.9,1.0,2,0.18117434508113825,0.125,0.08992434508113828
4,180,1.0,1.1,1.0,1.0,1.0,2,0.1550518511125552,0.19921875,0.0897784136125552
4,150,1.0,1.1,1.0,1.0,1.0,2,0.15505185110675582,0.19921875,0.08977841360675581
4,120,1.0,1.2,0.9,0.9,1.0,2,0.15912624567103628,0.1875,0.08975124567103629
4,180,1.0,1.2,0.9,0.9,1.0,2,0.15912624567101266,0.1875,0.08975124567101267
4,150,1.0,1.2,0.9,0.9,1.0,2,0.1591262456710121,0.1875,0.08975124567101211
4,100,1.0,1.1,1.0,0.95,1.0,2,0.16182037420663048,0.1796875,0.08971099920663048
4,120,1.2,1.1,0.9,0.9,0.9,2,0.1588772735387985,0.1875,0.0895022735387985
4,100,1.2,1.1,0.9,0.9,0.9,2,0.1588772733588214,0.1875,0.08950227335882141
4,150,1.2,1.1,0.9,0.9,0.9,2,0.1588772733364859,0.1875,0.08950227333648592
5,180,1.1,1.2,1.0,0.9,0.9,2,0.14923823481671866,0.21484375,0.08943354731671868
3,150,1.35,1.3,0.7,0.95,0.9,2,0.16154292202868176,0.1796875,0.08943354702868175
3,180,1.35,1.3,0.7,0.95,0.9,2,0.16154292202868153,0.1796875,0.08943354702868153
4,180,1.1,1.3,0.7,1.0,0.9,2,0.12584615021243978,0.28125,0.08928365021243978
6,100,1.0,1.2,1.0,1.0,0.9,2,0.124424944560792,0.28515625,0.08922963206079201
3,100,1.1,1.1,0.7,0.9,1.1,2,0.16804508546222074,0.16015625,0.08909977296222074
6,100,1.0,1.1,0.9,0.9,0.9,2,0.1283691034621797,0.2734375,0.08907222846217971
3,150,1.35,1.0,0.9,1.0,1.0,2,0.17893975357176617,0.12890625,0.08905694107176618
3,100,1.3,1.0,0.9,1.0,1.1,2,0.1789396942325417,0.12890625,0.0890568817325417
4,180,1.3,1.1,1.0,0.9,0.9,2,0.16927272618855296,0.15625,0.08896022618855298
4,120,1.3,1.1,1.0,0.9,0.9,2,0.16927272613576017,0.15625,0.08896022613576018
4,150,1.3,1.1,1.0,0.9,0.9,2,0.1692727260628567,0.15625,0.08896022606285672
4,180,1.0,1.3,1.0,1.0,1.1,2,0.15552449978337193,0.1953125,0.08888387478337195
3,100,1.1,1.0,0.7,0.9,1.1,2,0.16778487685952986,0.16015625,0.08883956435952986
4,100,1.2,1.3,0.9,1.0,0.9,2,0.1458762786358999,0.22265625,0.08880596613589989
4,180,1.1,1.1,0.8,0.95,0.9,2,0.1416188150915165,0.234375,0.08865006509151652
4,120,1.0,1.1,1.0,1.0,1.0,2,0.155051851112559,0.1953125,0.08841122611255903
