subject_id,n_obs_B,RMSE_B,NRMSE_B,R2_B,n_obs_H,RMSE_H,NRMSE_H,R2_H,r_M,gamma,sigma_F,sigma_A,p_max,s_B,a_B
H4038,6.0,1.1535392547331151,3.951599111923607,-14.615135541355436,2.0,9.364792866873909,9.364792866873909,-86.69934543945246,0.05000000000000004,8.429618260642068e-16,1.4999999999999925,4.127564063371065e-16,0.8091311426003239,0.2919076444652035,4.999999999999999
H4039,4.0,1.4743381368798811,1.6319876778458229,-1.6633837806406016,1.0,0.5,,,0.05000000000000024,2.142428404150351e-17,1.4999999999999998,4.120822244464135e-17,3.047613300481199,0.05000000000415804,4.999999999999999
H4040,4.0,1.316360847894963,9.96078231257014,-98.21718427841014,1.0,11.028226757257569,,,0.0500000000000353,5.074947239328051e-15,1.4999999999999867,1.49393889251129,0.300000000000029,0.28282596692489675,4.999999999999739
H4042,4.0,1.7588877643966168,14.307851251966438,-203.7146074483976,4.0,3.2952137429351094,3.2952137429351094,-9.858433611628412,0.4285354991259184,0.060778455627094864,0.23030939818915586,0.9056754596297867,0.6108439948253676,0.2770745556324842,4.996376330731004
H4043,5.0,1.3291262663370629,3.2796769782574975,-9.756281081712228,4.0,0.8687398567796473,0.8687398567796473,0.2452910612424779,0.3603962517156728,0.3137332931639738,0.14423112332334168,1.2615339473973066,1.5428295879969518,0.2798560747159626,4.999999999999999
H4045,6.0,1.4572996029912475,4.598841952270491,-20.14934730196307,0.0,,,,0.050000064895409306,0.3792836885165112,1.4762019514055624,1.4925000000000002,0.4651669048576947,0.3919348634012349,4.99999999999765
M2008,6.0,1.4908308871160116,4.773725738649379,-21.788457427843554,6.0,0.7380133627654587,0.7380133627654587,0.4553362763796195,0.6123375097596608,0.5876745095797044,3.018756233233635e-07,0.006123858823930961,4.9999999927587115,0.18293018814890408,4.999999999999999
M2014,6.0,1.5926631534534679,13.315151800647987,-176.29326747429937,4.0,6.426189992592347,6.426189992592348,-40.29591782089403,0.0511109631258702,1.7063662718541922e-05,1.4999946088413505,0.6797180847490321,4.999992634297098,0.3305997838827785,4.999999999999999
M2021,4.0,1.466575419650078,12.02726594970157,-143.65512622485085,4.0,4.014192251347625,4.014192251347625,-15.113739430779312,0.49898844214140464,1.4375144053260498,0.1755828986839169,0.07938267894905254,0.333115480063233,0.2611367265634386,4.999999925769252
M2025,5.0,1.418838079360479,4.4910006095155675,-19.169086474669196,4.0,0.9007668861214974,0.9007668861214975,0.18861901686698124,0.5440145081057903,0.5083525029664878,0.7776681261296896,0.41826176749796995,3.7805998865258865,0.31824396405731564,4.999999999999999
M2026,5.0,1.5960803375994526,8.983670964719634,-79.7063440023466,2.0,7.699239450246039,7.699239450246039,-58.27828811222493,0.05000000000000001,8.860425291556292e-09,1.499999973720529,8.761104799205405e-09,4.9999985255236155,0.34250313692239576,4.9999999944136695
M2027,5.0,1.476161997154112,32.27523154594347,-1040.6905713442643,2.0,12.304745520225103,,,0.05000000000000599,1.900338804275276,1.49999999999968,0.21166144134920226,4.72725693855376,0.3797305229338434,4.999999999997133
M2028,5.0,1.30731057393825,8.94884820644587,-79.08188422200948,5.0,1.6353662223736711,1.6353662223736711,-1.6744226812807312,0.4273217494522821,0.3701174835951319,3.2044937725452254e-05,1.2452552056935205e-06,0.30888220379686765,0.2465645280107938,4.999999999999999
M2034,5.0,1.4186793216352394,1.8486944623281103,-2.4176712150426205,4.0,1.1308275659185099,1.13082756591851,-0.27877098384118204,0.76551082265459,0.45465352662139236,0.3468186343622653,0.5298033756858966,1.0858752771957878,0.05000024868538998,4.999999998482552
M2039,5.0,1.3324415138755292,8.636537672701223,-73.58978297198749,0.0,,,,0.05000000000000001,1.9884578065813312,1.4999999999999998,1.492500000000009,0.300661562597558,0.35878528646402497,4.999999999999999
M2041,5.0,1.1989615240378966,4.006844864137573,-15.054805765265641,0.0,,,,0.05000000000000056,1.9992810888978068,1.4999999986215284,0.007499999999999616,4.962195457116508,0.3460471384874314,4.999999999999756
M2042,5.0,1.3356138221984446,48.506090920056664,-2351.8408563448033,0.0,,,,0.05000005448679001,1.9999999903211678,1.499999990371328,0.4434745052738671,4.999999966757582,0.3500202596091317,4.999999887328973
M2047,6.0,1.4713558225872396,9.192308499740681,-83.49853555440477,0.0,,,,0.05000000000003857,2.4248327897898452e-11,1.49999999980349,1.496943313092649,4.999999931742952,0.3934603379044075,4.999999999220654
M2060,4.0,0.4139640815055819,1.3523942560175388,-0.8289702237092325,0.0,,,,0.05000000000000001,4.336445157579047e-25,1.4999999999999998,0.18914034215677325,2.2623360760523212,0.1301230414501058,4.999999999999999
M2061,7.0,1.5007217572041123,11.290566346144558,-126.47688841669205,0.0,,,,0.05000000000712289,1.9999463852273331,1.4999998621717974,0.25430700171050485,4.999886010441009,0.4188680490808344,4.99999999801806
M2064,5.0,1.7204732372936156,5.887291003348649,-33.66019535810994,5.0,2.342183660936397,2.342183660936397,-4.4858243015574235,0.5051960430127608,1.7266310602724695,0.1510041207588159,1.0507175875676877,0.44906873295362126,0.2594029952336292,4.999969710974972
M2068,4.0,1.2438527003291695,4.141080992288802,-16.148551784695602,4.0,1.1091369534051616,1.1091369534051616,-0.23018478140888377,1.411566857544003,0.5867044594152845,0.3301913980817452,0.9522901334452306,1.3475393924652752,0.21256205898664654,4.999997888998583
M2069,6.0,1.6222669243511452,8.862307993329313,-77.54050296862863,6.0,3.004384577548862,3.004384577548862,-8.026326689813454,0.1255905946555915,0.09857589140004662,0.0002719601961643497,1.4925000000000002,1.2817860407209294,0.26585606883621726,4.999999999999994
M2071,5.0,1.6974397931863934,10.743431363305803,-114.42131745806275,5.0,0.9383210023424048,0.9383210023424048,0.11955369656314485,0.4424821150133016,0.4193611054540681,0.017652473986488827,0.015020269408202518,2.3746177621086915,0.26668782778470546,4.999999999999999
M2072,5.0,1.4266114191869026,7.324677674071519,-52.65090302904175,0.0,,,,0.050000000000000086,1.0034277938884197e-08,1.4999999346596267,6.673600320555092e-09,4.999965371707437,0.31465148437825546,4.999999914168946
M2075,6.0,1.4239562585813281,9.392881546412305,-87.2262237449328,0.0,,,,0.050000000000047326,1.999955106588164,1.4999999997457492,0.007499999999988434,4.999283253416289,0.3714157074367891,4.99999999998992
M2077,6.0,1.2927374716961462,11.812265502070762,-138.52961629141106,0.0,,,,0.050000000026835176,1.0707604057595947,1.4999999999940166,3.450803281524516e-12,0.30082264745131565,0.3091891951193324,4.999999999927813
M2079,5.0,1.3207237193857948,9.750266660368476,-94.06769994829303,0.0,,,,0.05000000000000006,1.534895095648474,1.4999999999786318,0.007500000000006619,4.989846390546965,0.36870303091333384,4.999999999999964
M2083,5.0,0.9336656622908054,8.369241174386936,-69.04419783505362,5.0,1.0973519560636118,1.097351956063612,-0.20418131547663543,0.05075583765811686,0.03685153946437232,0.00030112458425232176,1.208957128144567,0.3000436066416148,0.21520951664966098,4.999999999999999
M2084,6.0,1.4884424804395444,15.042056223477786,-225.26345543026673,0.0,,,,0.05000000000002209,1.9999999999999993,1.4999999999999982,0.5395663674328941,4.999999999944734,0.41693030032481054,4.999999999999958
M2085,7.0,1.7516892054414395,9.615152952381258,-91.45116629768603,5.0,1.0398392919030817,1.0398392919030819,-0.08126575298550232,1.57999958974339,0.5913507936252219,0.13048626660100412,1.036845080317674,0.41086774716611396,0.3275922049416188,4.999999999444818
M2097,5.0,1.2223073738241252,7.280545810328971,-52.00634729629874,0.0,,,,0.050000006252810376,1.9999999999396465,1.4999999997884843,0.1163789235393426,4.9999999997872235,0.38558701254318367,4.999999999530474
P6005,6.0,1.6609866182931208,5.657220769930812,-31.00414683973657,3.0,1.3672085981576658,1.3672085981576658,-0.8692593508762496,0.38106037674107507,0.3584498996518866,0.036808679049679244,1.4925000000030249,0.35772712096924825,0.3520198790663619,4.999999996232925
P6009,6.0,1.5540418604473454,8.706656007675308,-74.80585883598854,6.0,1.0396660992843447,1.0396660992843447,-0.08090559800112485,0.4691352430167596,0.42958853674137165,0.014138103309563855,1.4873363600498635,0.30154130383018257,0.283279037915476,4.999999999999999
P6010,6.0,1.6304761530438545,1.7876391441696398,-2.195653709767562,6.0,1.1504043441677931,1.1504043441677934,-0.3234301550801306,0.3236565548790623,0.47426554019464595,0.03865085621065605,7.53596164390403e-06,4.996450706228835,0.26306953747758494,4.999999999999931
P6013,4.0,1.2331903191103168,10.666402951184832,-112.77215191704448,3.0,0.9466951673905516,,,0.45899766091089717,0.40879605017661386,0.007783830419966602,0.007500000000000067,4.999999994882399,0.23109386011666277,4.999999999999999
P6016,6.0,0.9740900050869484,2.666359120522916,-6.109470959595736,2.0,7.995542623160398,,,0.05000000000000001,9.326569525423017e-17,1.499999999999998,1.5621957707308473e-16,0.30029349136929745,0.2705945023264736,4.999999999999999
P6018,5.0,1.1956455412514575,4.790867888875359,-21.95241512865704,0.0,,,,0.0500000000000005,1.999999999999944,1.499999999999999,1.0321033370176262,0.3000000000000008,0.31238886405446825,4.999999999999979
P6024,4.0,1.1099841550262135,8.827619042195622,-76.92685795413475,4.0,1.1266182446635482,1.1266182446635482,-0.26926866920877446,1.76153683380937,0.8078262132236308,0.06400411619879205,1.3085018111026614,0.39416712830057105,0.21086930394563003,4.9999999956306596
P6028,6.0,0.17484015321821816,1.5302138153729328,-1.341554320758188,3.0,1.1051864377683245,1.1051864377683245,-0.22143706222703874,0.8853098766078003,0.3334173497071843,0.00536977597140849,0.4858646903591082,3.111450357392722,0.05000003036210297,4.388246876105547
P6033,4.0,1.3284027058270014,12.298341008365487,-150.2491915580442,4.0,1.4224293177944989,1.4224293177944989,-1.0233051641213233,0.1545188272799731,0.13952376227156862,0.05251991051705534,0.3918924953281855,0.3778528783266726,0.23638723319626434,4.999999999999999
P6035,4.0,1.2763386554410736,25.81021591675325,-665.1672456694229,3.0,12.394335037638012,12.394335037638012,-152.61954102522125,0.050000000002528286,5.290554251614266e-13,1.4999999999964213,1.2172176787889089,0.30000000000001303,0.3344696412125341,4.999999999978228
P6037,4.0,1.244853958606964,6.007516788829273,-35.09025796806558,2.0,11.992517155255253,11.992517155255253,-142.82046771909157,0.05000000000000001,1.5320683575823044e-27,1.4999999999999998,1.940698496252492e-24,0.3128796398457978,0.301273902194065,4.999999999999999
P6038,5.0,1.461299426824794,22.584407068923266,-509.05544265483104,5.0,2.5163194955099772,2.5163194955099772,-5.331863803483587,0.6983529703288294,0.6958156785567061,9.307941587710795e-12,0.00209140345151516,0.32312124626103356,0.2746807315282592,4.999999999999999
